key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_FESGSX001_05443_SEQ_00,※本任務是特定期間內的任務。<hex:02100103><hex:02100103>烏爾達哈的奧利爾需要幫助。
1,TEXT_FESGSX001_05443_SEQ_01,※本任務只有在季節活動開放期間才能接受和進行。<hex:02100103>　季節活動結束后無法進行，敬請注意。<hex:02100103>　詳情請參見官方網站。<hex:02100103><hex:02100103>奧利爾請求冒險者幫忙宣傳金碟嘉年華。爲了聽取詳情，前往來生迴廊，和黃金廣場的奧利爾對話。
2,TEXT_FESGSX001_05443_SEQ_02,和奧利爾進行了交談，結識了獺獺藝人紫陽。金碟遊樂場希望冒險者帶著獺助一起上街進行宣傳。再次前往黃金廣場，和奧利爾商量今後的行動。
3,TEXT_FESGSX001_05443_SEQ_03,和奧利爾進行了交談，決定穿著金碟嘉年華的特別宣傳套裝上街巡遊。 和前往來生迴廊藍玉大街國際市場的獺助會合，一起為活動進行宣傳。<hex:02100103><hex:02100103>※變身狀態被解除時，再次與奧利爾對話便可進入變身狀態。
4,TEXT_FESGSX001_05443_SEQ_04,與獺助一起在藍玉大街國際市場進行了宣傳。和前往來生迴廊裁衣匠行會方向的獺助會合，向周圍的人進行宣傳。
5,TEXT_FESGSX001_05443_SEQ_05,與獺助一起在裁衣匠行會附近進行了宣傳。和前往來生回雕金匠行會方向的獺助會合，向周圍的人進行宣傳。
6,TEXT_FESGSX001_05443_SEQ_06,與獺助一起在雕金匠行會附近進行了宣傳。返回黃金廣場，和紫陽對話。
7,TEXT_FESGSX001_05443_SEQ_07,和紫陽進行了交談。向烏爾達哈的人們宣傳之後，獺助想開始嘗試新的挑戰。前往金碟遊樂場的金碟飛艇坪，和奧利爾對話，領取報酬。
8,TEXT_FESGSX001_05443_SEQ_08,和奧利爾進行了交談，從主管戈德伯特處獲得了報酬。獺助也習得了優雅仙人刺，和紫陽一起表演，為觀眾們帶去了歡笑。繼續暢享1.5倍金碟幣的金碟嘉年華。
9,TEXT_FESGSX001_05443_SEQ_09,
10,TEXT_FESGSX001_05443_SEQ_10,
11,TEXT_FESGSX001_05443_SEQ_11,
12,TEXT_FESGSX001_05443_SEQ_12,
13,TEXT_FESGSX001_05443_SEQ_13,
14,TEXT_FESGSX001_05443_SEQ_14,
15,TEXT_FESGSX001_05443_SEQ_15,
16,TEXT_FESGSX001_05443_SEQ_16,
17,TEXT_FESGSX001_05443_SEQ_17,
18,TEXT_FESGSX001_05443_SEQ_18,
19,TEXT_FESGSX001_05443_SEQ_19,
20,TEXT_FESGSX001_05443_SEQ_20,
21,TEXT_FESGSX001_05443_SEQ_21,
22,TEXT_FESGSX001_05443_SEQ_22,
23,TEXT_FESGSX001_05443_SEQ_23,
24,TEXT_FESGSX001_05443_TODO_00,和黃金廣場的奧利爾對話
25,TEXT_FESGSX001_05443_TODO_01,再次和奧利爾對話
26,TEXT_FESGSX001_05443_TODO_02,變身狀態下和獺助會合
27,TEXT_FESGSX001_05443_TODO_03,變身狀態下再次和獺助會合
28,TEXT_FESGSX001_05443_TODO_04,變身狀態下再一次和獺助會合
29,TEXT_FESGSX001_05443_TODO_05,和紫陽對話
30,TEXT_FESGSX001_05443_TODO_06,和金碟遊樂場的奧利爾對話
31,TEXT_FESGSX001_05443_TODO_07,
32,TEXT_FESGSX001_05443_TODO_08,
33,TEXT_FESGSX001_05443_TODO_09,
34,TEXT_FESGSX001_05443_TODO_10,
35,TEXT_FESGSX001_05443_TODO_11,
36,TEXT_FESGSX001_05443_TODO_12,
37,TEXT_FESGSX001_05443_TODO_13,
38,TEXT_FESGSX001_05443_TODO_14,
39,TEXT_FESGSX001_05443_TODO_15,
40,TEXT_FESGSX001_05443_TODO_16,
41,TEXT_FESGSX001_05443_TODO_17,
42,TEXT_FESGSX001_05443_TODO_18,
43,TEXT_FESGSX001_05443_TODO_19,
44,TEXT_FESGSX001_05443_TODO_20,
45,TEXT_FESGSX001_05443_TODO_21,
46,TEXT_FESGSX001_05443_TODO_22,
47,TEXT_FESGSX001_05443_TODO_23,
48,TEXT_FESGSX001_05443_OLLIER_100_001,幫忙宣傳的人……<hex:02100103>還是熟知本設施的冒險者比較好……
49,TEXT_FESGSX001_05443_SYSTEM_200_001,若要領取本任務，<hex:02100103>需要先完成支線劇情任務「前往遊樂場」。<hex:02100103>該任務可在烏爾達哈現世迴廊領取。
50,TEXT_FESGSX001_05443_SYSTEM_300_001,
51,TEXT_FESGSX001_05443_OLLIER_000_001,冒險者，好久不見了。<hex:02100103>最近怎麼樣啊？<hex:02100103>我是金碟遊樂場的奧利爾，你還記得我吧？
52,TEXT_FESGSX001_05443_OLLIER_000_002,在這裡重逢也是緣分，<hex:02100103>我正好有點事想要拜託你，<hex:02100103>不知你現在有沒有時間啊？
53,TEXT_FESGSX001_05443_OLLIER_000_003,是這樣的，我們想對金碟嘉年華進行宣傳，<hex:02100103>無奈人手不足……你能不能抽空幫幫忙啊？
54,TEXT_FESGSX001_05443_OLLIER_000_004,你是冒險者吧？<hex:02100103>相遇即是緣，你有沒有時間幫我個忙啊？
55,TEXT_FESGSX001_05443_OLLIER_000_005,抱歉，我還沒有自我介紹。<hex:02100103>我是金碟遊樂場的工作人員，名叫奧利爾。
56,TEXT_FESGSX001_05443_OLLIER_000_006,我們正在為金碟嘉年華進行宣傳，<hex:02100103>但人手不太夠，所以想請冒險者也來幫忙。
57,TEXT_FESGSX001_05443_OLLIER_000_007,太感謝你了！
58,TEXT_FESGSX001_05443_OLLIER_000_008,事不宜遲，麻煩你來一趟來生迴廊的黃金廣場吧。<hex:02100103>這會兒「她們」應該正在那邊宣傳呢。
59,TEXT_FESGSX001_05443_PEOPLEA05443_000_010,水靈靈的大眼睛散發著知性的光輝……<hex:02100103>還真可愛啊……
60,TEXT_FESGSX001_05443_PEOPLEB05443_000_011,這光滑的皮毛，和盧恩族和老鼠還不太一樣……<hex:02100103>它到底是什麼動物啊？
61,TEXT_FESGSX001_05443_OLLIER_100_011,辛苦了。<hex:02100103>你正好趕上啦，請先看那邊——
62,TEXT_FESGSX001_05443_AJISAI_000_012,(-活潑的敖龍族-)沙漠之都烏爾達哈的各位！走過路過不要錯過！<hex:02100103>我是來自納夏的獺獺藝人，<hex:02100103>此次擔任金碟遊樂場的宣傳大使！
63,TEXT_FESGSX001_05443_AJISAI_000_013,(-活潑的敖龍族-)此次要向您介紹的是遊樂場的活動——金碟嘉年華！<hex:02100103>抽獎、賽鳥、幻卡牌、方城戰……<hex:02100103>遊戲多多玩法多多，包您盡興！
64,TEXT_FESGSX001_05443_USOSUKE_000_014,(-可愛的獺獺們-)啾！啾☆
65,TEXT_FESGSX001_05443_PEOPLEA05443_000_015,這種動物原來叫獺獺……<hex:02100103>以前從沒見過，真可愛啊……
66,TEXT_FESGSX001_05443_PEOPLEB05443_000_016,好想摸摸它們啊……<hex:02100103>要是能摸到它們，去金碟玩玩也不賴。
