key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_REGFIM7V6E2ESTINIEN_00989_ESTINIEN_000_000,這座浮島在不斷移動，沒想到你還能順利回來。<hex:02100103>雖然我搞不懂那條黃金之路的奧妙，<hex:02100103>但它確實挺方便的。
1,TEXT_REGFIM7V6E2ESTINIEN_00989_ESTINIEN_000_001,我除了鍛鍊無事可做，<hex:02100103>所以就時不時巡視周圍的環境……
2,TEXT_REGFIM7V6E2ESTINIEN_00989_ESTINIEN_000_002,眼前全是雲……無邊無際的，<hex:02100103>根本看不到地面的情況。
3,TEXT_REGFIM7V6E2ESTINIEN_00989_ESTINIEN_000_100,夥伴……你來啦……<hex:02100103>大家……都還好吧……？
4,TEXT_REGFIM7V6E2ESTINIEN_00989_ESTINIEN_000_101,我這邊已經……沒什麼可報告的了……
5,TEXT_REGFIM7V6E2ESTINIEN_00989_ESTINIEN_000_102,我覺得……是該做些……<hex:02100103>實戰形式的鍛鍊了……
6,TEXT_REGFIM7V6E2ESTINIEN_00989_ESTINIEN_000_103,回頭……讓維斯納做點木人吧……
7,TEXT_REGFIM7V6E2ESTINIEN_00989_ESTINIEN_000_200,那就是水之大陸船嗎？<hex:02100103>聽到名字時，我還以為跟魔大陸差不多呢……<hex:02100103>好傢伙，原來真是條大船啊。
8,TEXT_REGFIM7V6E2ESTINIEN_00989_ESTINIEN_000_201,雖然這段旅程平淡至極，但我可沒有疏於精進，<hex:02100103>已經做好隨時戰鬥的準備了。
