key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_CTSSFSCHARACTER12_00963_GREETING_TIISOLJA_000_000,你好呀，<hex:022903EB0203>。<hex:02100103>麻煩你製作夾餅的宣傳廣告啦！
1,TEXT_CTSSFSCHARACTER12_00963_GREETING_TIISOLJA_000_001,<hex:022903EB0203>，又要麻煩你啦！<hex:02100103>這回請你幫忙製作餐飲保鮮包裝，<hex:02100103>以便將美味的夾餅送到亞歷山德里亞！
2,TEXT_CTSSFSCHARACTER12_00963_GREETING_TIISOLJA_000_002,等你好久了，<hex:022903EB0203>！<hex:02100103>麻煩你提供下製作混合餡料所需的材料！
3,TEXT_CTSSFSCHARACTER12_00963_GREETING_TIISOLJA_000_003,<hex:022903EB0203>，你來啦！<hex:02100103>每次都麻煩你，真是不好意思！<hex:02100103>縫製小塔可文化衫所需的材料就麻煩你提供啦！
4,TEXT_CTSSFSCHARACTER12_00963_GREETING_TIISOLJA_000_004,緹姨我一見到<hex:022903EB0203>就開心得不得了！<hex:02100103>先來店裡坐坐，嚐嚐美味的夾餅吧！
5,TEXT_CTSSFSCHARACTER12_00963_TOPMENU_000_000,要做什麼？
6,TEXT_CTSSFSCHARACTER12_00963_TOPMENU_000_001,交納委託品（<hex:022812FF0D>ENpcResident<hex:E8020103>：剩餘<hex:022003E80303>次）
7,TEXT_CTSSFSCHARACTER12_00963_TOPMENU_000_002,詢問有關老主顧交易
8,TEXT_CTSSFSCHARACTER12_00963_TOPMENU_000_003,取消
9,TEXT_CTSSFSCHARACTER12_00963_TUTORIAL_000_000,向老主顧交納收藏品後可以推進故事的發展。<hex:02100103>具體內容可以在「詢問有關老主顧交易」的幫助中進行檢視。
10,TEXT_CTSSFSCHARACTER12_00963_TUTORIAL_001_000,交納委託品後，<hex:02100103><hex:022812FF0D>ENpcResident<hex:E8020103>開始對你產生信賴。
11,TEXT_CTSSFSCHARACTER12_00963_TUTORIAL_001_001,交貨時獲得的「信賴度」通過信賴槽來顯示，<hex:02100103>當信賴槽積滿，「信賴等級」就會提高，<hex:02100103>同時可以看到<hex:022812FF0D>ENpcResident<hex:E8020103>的新故事。
12,TEXT_CTSSFSCHARACTER12_00963_TUTORIAL_001_002,另外，每週最多可以交貨6次。<hex:02100103>積極地交納收藏品，提高信賴等級吧！ 
13,TEXT_CTSSFSCHARACTER12_00963_WEEKLYLIMIT_000_000,本週的交貨次數已經全部消耗。<hex:02100103>交貨次數會在每週<hex:020603120303><hex:02093ADDFF07>週日<hex:FF07>週一<hex:FF07>週二<hex:FF07>週三<hex:FF07>週四<hex:FF07>週五<hex:FF07>週六<hex:03>的<hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>點（地球時間）被重置。
14,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_001_000,我家店鋪為了引人注目，裝飾了很多羽毛和金屬工藝品！<hex:02100103>為了讓分店在九號解決方案也能顯眼，<hex:02100103>希望你能製作一些五顏六色的宣傳板和傳單！
15,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_001_001,為了讓客人們打包回家也能吃上熱乎的夾餅，<hex:02100103>我家的打包容器上都塗了一層保溫鍊金藥。<hex:02100103>麻煩你製作一些適合長距離運輸，且能鎖住食品美味的包裝材料啦！
16,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_001_002,製作美味的混合餡料可是需要不少道具的。<hex:02100103>我現在正在嘗試用布攥水、用不同的工具調整餡料的黏稠度。
17,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_001_003,我想把可愛的小塔可和美味的夾餅都印在文化衫上！<hex:02100103>不光要精挑細選布料，還需要上等的顏料。
18,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_001_004,分店附近賣的那種飲料可真不錯！<hex:02100103>不拘一格的夾餅也需要那種不拘一格的容器！
19,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_002_000,我想製作引人矚目的宣傳板和傳單！<hex:02100103>聽說有一種岩石的粉末髮色特別鮮豔，<hex:02100103>經常用在衣服和建築物上呢！
20,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_002_001,剛出爐的玉米薄餅配上香嫩多汁的餡料，這就是夾餅美味的秘訣！<hex:02100103>製作保溫包裝一般需要用到碎晶這種珍貴材料。
21,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_002_002,想要用混合餡料再現出夾餅的風味……<hex:02100103>那就要用到秘製調味料啦！<hex:02100103>有一種調料即使磨成粉末味道也不打折扣！
22,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_002_003,有一種市面上很少見的棉花口碑特別好！<hex:02100103>文化衫是要給員工們工作時穿的，<hex:02100103>需要布料耐穿又耐洗。
23,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_002_004,顧名思義，玉米薄餅的原料是玉米，<hex:02100103>不過有時候也會用小麥和豆子製作。<hex:02100103>在麵餅糊中摻雜些香料也不錯！
24,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_003_000,有一種魚鹹鮮美味，是緹姨的最愛，<hex:02100103>而且它的鱗片閃閃發光，特別好看，<hex:02100103>最適合用來裝飾宣傳板了！
25,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_003_001,我家夾餅餡料特別充實，<hex:02100103>為了運輸時不灑出來，<hex:02100103>我想選用曬乾後有彈性的水母當緩衝材料！
26,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_003_002,有一種蝦遊得飛快，且富有豐富的營養，就是肉質比較硬。<hex:02100103>想要把它做成混合餡料，可得好好碾碎。
27,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_003_003,大部分烏賊的墨汁能用在食品染色上，<hex:02100103>但布料就無能為力了。<hex:02100103>不過我聽說有一種烏賊的墨能給布料染色！
28,TEXT_CTSSFSCHARACTER12_00963_KNOWLEDGE_TIISOLJA_003_004,有種魚富含碳酸，吃起來刺刺的，像在嘴裡彈跳一樣！<hex:02100103>要是做成夾餅的餡料，一定很刺激！
29,TEXT_CTSSFSCHARACTER12_00963_JUDGEMENT_TIISOLJA_000_000,……好的，我收下了！<hex:02100103>多虧有你，我們也能安心工作了，謝謝！
30,TEXT_CTSSFSCHARACTER12_00963_JUDGEMENT_TIISOLJA_000_001,……好的，我收下了！<hex:02100103>感謝你每次都為我們提供這麼優質的商品。
31,TEXT_CTSSFSCHARACTER12_00963_JUDGEMENT_TIISOLJA_000_002,……哎呀哎呀，這品質也太好了吧！<hex:02100103>能交納這麼出眾的品質，真不愧是<hex:022903EB0203>！
