key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_VOICEMAN_07505_000010_ALPHINAUD,現在埃斯蒂尼安也到了，<hex:02100103>我想再梳理一下……<hex:02100103>面對「大至日」，我們應該做些什麼。
1,TEXT_VOICEMAN_07505_000020_ALPHINAUD,按照無影哈爾馬魯特的說法，<hex:02100103>在行星之理的驅動下，曾經的損傷會逐漸自愈，<hex:02100103>分裂的世界也會再次合併。
2,TEXT_VOICEMAN_07505_000030_ALPHINAUD,所有的生命和物質都會融為一體，<hex:02100103>整個星球將重新構築為人類誕生前的狀態。
3,TEXT_VOICEMAN_07505_000040_ALPHINAUD,屆時，不只是人類這個物種……<hex:02100103>人類所創造的文明也將不復存在。
4,TEXT_VOICEMAN_07505_000050_ALISAIE,所以要在發展到這一步之前，<hex:02100103>先以自己的力量完成世界合併——<hex:02100103>這就是卡琉克斯和哈爾馬魯特他們那個凌冬會的目的吧。
5,TEXT_VOICEMAN_07505_000060_ALPHINAUD,如果他們成功了，「大至日」就不會到來，<hex:02100103>這樣至少合併時的主體世界會存續下來。
6,TEXT_VOICEMAN_07505_000062_ALISAIE,……如果只看狀況和結果，<hex:02100103>凌冬會的選擇好像也沒錯。
7,TEXT_VOICEMAN_07505_000064_ALISAIE,但我無法認同……完全接受不了……
8,TEXT_VOICEMAN_07505_000090_KRILE,那個……！
9,TEXT_VOICEMAN_07505_000091_KRILE,我一直在思考，<hex:02100103>今後該做些什麼，自己又想要怎麼做。<hex:02100103>同時也回想了一下在圖拉爾大陸的經歷。
10,TEXT_VOICEMAN_07505_000093_KRILE,然後突然冒出了一個想法……<hex:02100103>現在的我們，和不久前的亞歷山德里亞人，<hex:02100103>可能有些相似。
11,TEXT_VOICEMAN_07505_000095_KRILE,他們一直以來都在主動和「死亡」拉開距離，<hex:02100103>然而有一天，「死亡」突然被拋到了他們眼前……
12,TEXT_VOICEMAN_07505_000097_KRILE,所有人都很茫然，<hex:02100103>這種茫然又加重了對未知的恐懼。
13,TEXT_VOICEMAN_07505_000099_THANCRED,你的意思是……我們現在也是這種情況？
14,TEXT_VOICEMAN_07505_000100_KRILE,亞歷山德里亞的人們，<hex:02100103>漸漸認識了死亡。
15,TEXT_VOICEMAN_07505_000102_KRILE,他們從回憶中、從斯菲因的話語中領悟到，<hex:02100103>雖然所有人都會迎來死亡這個結局，<hex:02100103>但仍會留下可以傳承的東西。
16,TEXT_VOICEMAN_07505_000104_KRILE,最終，他們主動選擇了新的生活方式……
17,TEXT_VOICEMAN_07505_000106_KRILE,所以我覺得，<hex:02100103>我們是不是也應該先試著去多做一些瞭解。
18,TEXT_VOICEMAN_07505_000112_URIANGER,我們也有同感。
19,TEXT_VOICEMAN_07505_000114_URIANGER,在圖萊尤拉聯合王國時，<hex:02100103>與那幾位年輕的王位候選人一起旅行，<hex:02100103>正是一個瞭解事物的過程。
20,TEXT_VOICEMAN_07505_000116_URIANGER,他們通過獲悉歷史與現狀，<hex:02100103>得以對未來做出正確的判斷。<hex:02100103>新的武王和理王也由此誕生。
21,TEXT_VOICEMAN_07505_000122_THANCRED,我們當時從頭到尾見證了全過程，<hex:02100103>現在輪到我們選擇未來，就更不能閉眼亂來了。
22,TEXT_VOICEMAN_07505_000124_THANCRED,無論是那個「大至日」，<hex:02100103>還是凌冬會那幫傢伙的真正目的，<hex:02100103>我們還什麼都不瞭解。
23,TEXT_VOICEMAN_07505_000126_ALPHINAUD,說得沒錯。<hex:02100103>無論我們最後做出什麼選擇，都要從瞭解情況開始。
24,TEXT_VOICEMAN_07505_000160_ESTINIEN,那現在具體該幹什麼？<hex:02100103>知道凌冬會的人在哪了嗎？
25,TEXT_VOICEMAN_07505_000162_CALYX,(-卡琉克斯-)我和哈爾馬魯特要穿越世界，<hex:02100103>看看其他凌冬會成員的計劃。
26,TEXT_VOICEMAN_07505_000164_CALYX,(-卡琉克斯-)目的地是「第四世界」……
27,TEXT_VOICEMAN_07505_000166_ALISAIE,他為什麼要告訴你？肯定沒安好心吧！
28,TEXT_VOICEMAN_07505_000170_THANCRED,確實有可能是圈套……<hex:02100103>不過如果現有的映象世界都是凌冬會的選項……<hex:02100103>那第四世界是肯定要去的。
29,TEXT_VOICEMAN_07505_000171_URIANGER,問題是怎麼去。<hex:02100103>第九世界有黃金鄉的大門直接連通，<hex:02100103>屬於例外情況……
30,TEXT_VOICEMAN_07505_000172_URIANGER,前往第一世界那次，是被水晶公從對面召喚過去的……
31,TEXT_VOICEMAN_07505_000174_URIANGER,還有月球上那個連通第十三世界的大門……<hex:02100103>但那是長年研究虛無界的成果，<hex:02100103>恐怕無法把它應用到一個未知的世界……
32,TEXT_VOICEMAN_07505_000175_YSHTOLA,很遺憾，確實如此。
33,TEXT_VOICEMAN_07505_000176_YSHTOLA,你還記得上次是怎麼穿越到虛無界的嗎？
34,TEXT_VOICEMAN_07505_Q1_000_001_NONE_VOICE,要說什麼？
35,TEXT_VOICEMAN_07505_A1_000_001_NONE_VOICE,我一直在擔心零……
36,TEXT_VOICEMAN_07505_A1_000_002_NONE_VOICE,好像有各種各樣的光在閃……
37,TEXT_VOICEMAN_07505_000180_GRAHATIA,阿謝姆的水晶……<hex:02100103>是愛梅特賽爾克做出來的吧。
38,TEXT_VOICEMAN_07505_000182_GRAHATIA,水晶中蘊含了阿謝姆創造的「喚來合適人物的術式」……
39,TEXT_VOICEMAN_07505_000184_GRAHATIA,而「鑰匙」，或者說埃托斯，<hex:02100103>雖然我們現在還無法確定它的來歷，但根據目前為止的經驗，<hex:02100103>我覺得它應該蘊含著「為相隔甚遠的兩地創造通路的術式」。
40,TEXT_VOICEMAN_07505_000186_GRAHATIA,你去零那邊時，<hex:02100103>水晶和埃托斯就像在共鳴一樣，一直在發光。
41,TEXT_VOICEMAN_07505_000188_GRAHATIA,那是不是表示……<hex:02100103>它們會互相產生反應，創造出一條路，<hex:02100103>通向持有者心中想到的人……？
42,TEXT_VOICEMAN_07505_000192_KRILE,太不可思議了……<hex:02100103>保全院都需要藉助控制裝置才能實現呀……<hex:02100103>真是奇妙的偶然……！
43,TEXT_VOICEMAN_07505_000200_YSHTOLA,偶然嗎……還是說……
44,TEXT_VOICEMAN_07505_000202_MYSTERIOUSVOICE,若其理應為你所掌握<hex:02100103>則必將在未來與你相逢
45,TEXT_VOICEMAN_07505_000204_EMETSELCH,如若經你之手 即使如今天地分斷 人心永隔<hex:02100103>相信命運也不會迷失方向
46,TEXT_VOICEMAN_07505_000260_GRAHATIA,那，要不要試試？<hex:02100103>
47,TEXT_VOICEMAN_07505_000262_GRAHATIA,就算沒法在腦中描繪出第四世界的樣子，<hex:02100103>但你已經見過卡琉克斯和哈爾馬魯特了，<hex:02100103>他們的聲音和樣子總有印象吧。
48,TEXT_VOICEMAN_07505_010000_ALL,（大勢の聲出力用ラベル・翻訳不要）
